times,alternator currents,battery currents,velocities
198,0,-21.42638506,11.92819743
199,0,-21.42638506,12.13350543
200,0,-21.42638506,12.67132011
201,0,-21.42638506,13.4153606
202,0,-21.42638506,14.47226499
203,0,-21.42638506,15.72500771
204,0,-21.42638506,17.69306487
205,0,-21.42638506,20.20984777
206,0,-21.42638506,22.66098046
207,0,-21.42638506,25.50806576
208,0,-21.42638506,28.09016654
209,0,-21.42638506,30.67952291
210,0,-21.42638506,33.5926144
211,0,-21.42638506,36.54245062
212,0,-21.42638506,38.62512359
213,0,-21.42638506,40.13038217
214,0,-21.42638506,41.20161206
215,0,-21.42638506,42.2528872
216,0,-21.42638506,43.88763897
217,0,-21.42638506,45.95731548
218,0,-21.42638506,48.11508658
219,0,-21.42638506,49.99717593
220,0,-21.42638506,51.48000708
221,0,-21.42638506,52.5493025
222,0,-21.42638506,53.22083981
223,0,-21.42638506,53.44484854
224,0,-21.42638506,53.62974453
225,0,-21.42638506,53.94841061
226,0,-21.42638506,54.4001359
227,0,-21.42638506,54.9773696
228,0,-21.42638506,55.52476299
229,0,-21.42638506,56.02290823
230,0,-21.42638506,56.41982101
231,0,-21.42638506,56.65145011
232,0,-21.42638506,56.58777085
233,-30.41120906,8.980169661,55.93205083
234,-101.3706969,79.92879735,54.16003129
235,-101.3706969,79.92879735,52.10533743
236,-70.95948781,49.52224263,50.16333593
237,0,-21.42638506,49.24016675
238,0,-21.42638506,48.61488266
239,-30.41120906,8.980169661,47.53769715
240,-101.3706969,79.92879735,45.47028995
241,-101.3706969,79.92879735,42.76241067
242,-101.3706969,79.92879735,40.36988789
243,-101.3706969,79.92879735,37.92357321
244,-101.3706969,79.92879735,35.50842151
245,-101.3706969,79.92879735,33.20433907
246,-101.3706969,79.92879735,30.42137961
247,-101.3706969,79.92879735,26.82246265
248,-101.3706969,79.92879735,23.1297047
249,-70.95948781,49.52224263,21.17269017
250,0,-21.42638506,20.37696649
251,0,-21.42638506,19.75997762
252,0,-21.42638506,18.81371281
253,0,-21.42638506,17.95248892
254,0,-21.42638506,17.6258821
255,0,-21.42638506,17.50349032
256,-30.41120906,8.980169661,16.52908253
257,-72.98690175,51.54934627,14.9588572
258,0,-21.42638506,14.73913337
259,0,-21.42638506,16.32915377
260,0,-21.42638506,19.10810774
261,0,-21.42638506,21.96397696
262,0,-21.42638506,24.58165196
263,0,-21.42638506,27.32129916
264,0,-21.42638506,30.69242757
265,0,-21.42638506,34.08749006
266,0,-21.42638506,37.40860113
267,0,-21.42638506,39.99497726
268,0,-21.42638506,41.9522333
269,0,-21.42638506,43.56638503
270,0,-21.42638506,44.95614322
271,0,-21.42638506,46.12080012
272,0,-21.42638506,46.15100599
273,0,-21.42638506,45.72559229
274,0,-21.42638506,44.77296135
275,-95.28845506,73.8474864,42.39193217
276,-101.3706969,79.92879735,39.45521405
277,-10.13706969,-11.29086682,36.13359105
278,-89.20621324,67.76617546,32.51659863
279,-101.3706969,79.92879735,28.01506622
280,-16.2193115,-5.209555877,22.69221312
281,0,-21.42638506,20.14407049
282,0,-21.42638506,20.83256937
283,0,-21.42638506,24.25714868
284,0,-21.42638506,28.1281119
285,0,-21.42638506,32.00128529
286,0,-21.42638506,35.44540822
287,0,-21.42638506,38.81057077
288,0,-21.42638506,42.26370649
289,0,-21.42638506,45.64264932
290,0,-21.42638506,48.16718308
291,0,-21.42638506,49.64304884
292,0,-21.42638506,49.90172692
293,-58.79500418,37.35962074,49.02146164
294,-44.60310662,23.1698952,47.91639055
295,0,-21.42638506,47.18252456
296,0,-21.42638506,46.74654033
297,0,-21.42638506,46.67101567
298,0,-21.42638506,46.84281577
299,0,-21.42638506,47.13383782
300,0,-21.42638506,47.30280294
301,0,-21.42638506,47.25455292
302,0,-21.42638506,46.95804526
303,0,-21.42638506,46.33606175
304,-36.49345087,15.06148061,45.40075611
305,-101.3706969,79.92879735,44.09524514
306,-101.3706969,79.92879735,42.56074158
307,-70.95948781,49.52224263,41.24889406
308,0,-21.42638506,40.48354191
309,0,-21.42638506,40.05561105
310,0,-21.42638506,39.79625312
311,0,-21.42638506,39.02620888
312,0,-21.42638506,38.52250615
313,0,-21.42638506,37.74012798
314,-16.2193115,-5.209555877,36.53778502
315,-101.3706969,79.92879735,35.04354413
316,-89.20621324,67.76617546,33.54980215
317,-10.13706969,-11.29086682,32.25624877
318,-101.3706969,79.92879735,30.7386487
319,-101.3706969,79.92879735,28.88838327
320,-101.3706969,79.92879735,26.93889689
321,-99.34328293,77.9016937,24.94854801
322,0,-21.42638506,24.57051767
323,0,-21.42638506,24.37928103
324,0,-21.42638506,24.25763164
325,0,-21.42638506,23.84461118
326,0,-21.42638506,23.68855937
327,0,-21.42638506,23.61425702
328,0,-21.42638506,23.35162478
329,-89.20621324,67.76617546,21.82682052
330,-101.3706969,79.92879735,18.89714451
331,-16.2193115,-5.209555877,17.05948612
332,0,-21.42638506,16.66456727
333,0,-21.42638506,16.24445542
334,0,-21.42638506,15.66481452
335,0,-21.42638506,15.25041143
336,0,-21.42638506,14.69959108
337,0,-21.42638506,14.32019736
338,0,-21.42638506,14.28068264
339,0,-21.42638506,14.78257191
340,0,-21.42638506,16.35087379
341,0,-21.42638506,19.30660067
342,0,-21.42638506,22.69374757
343,0,-21.42638506,24.79998333
344,0,-21.42638506,25.38868922
345,0,-21.42638506,25.58274256
346,0,-21.42638506,26.04974335
347,0,-21.42638506,26.61196109
348,0,-21.42638506,26.92282827
349,0,-21.42638506,27.64588939
350,0,-21.42638506,28.09582513
351,0,-21.42638506,28.34763618
352,0,-21.42638506,28.33749178
353,0,-21.42638506,28.19045975
354,0,-21.42638506,28.04478588
355,0,-21.42638506,27.94737836
356,0,-21.42638506,27.99533831
357,0,-21.42638506,28.15365359
358,0,-21.42638506,28.15700231
359,-28.38379512,6.953066013,27.60300015
360,-101.3706969,79.92879735,26.03865092
361,-77.04172962,55.60355357,23.58572612
362,0,-21.42638506,22.12527827
363,0,-21.42638506,21.15525029
364,0,-21.42638506,20.61966549
365,0,-21.42638506,20.46241585
366,0,-21.42638506,20.57168569
367,0,-21.42638506,20.85886224
368,0,-21.42638506,21.53219398
369,0,-21.42638506,22.7094596
370,0,-21.42638506,23.89395122
371,0,-21.42638506,24.44613095
372,0,-21.42638506,24.23254205
373,0,-21.42638506,22.61352136
374,-101.3706969,79.92879735,19.46466556
375,-101.3706969,79.92879735,15.96446805
376,-101.3706969,79.92879735,13.04326719
377,-4.054827875,-17.37217777,11.05836552
378,0,-21.42638506,9.535268487
379,0,-21.42638506,8.426170085
380,0,-21.42638506,7.571700899
381,0,-21.42638506,6.61196732
382,0,-21.42638506,5.453617047
383,0,-21.42638506,4.247574978
384,0,-21.42638506,2.940186268
385,0,-21.42638506,1.536728897
386,0,-21.42638506,0.400029826
387,0,-21.42638506,0.000135569
388,0,-21.42638506,4.69022E-06
389,0,-21.42638506,1.43241E-06
390,0,-21.42638506,6.35038E-07
391,0,-21.42638506,3.34131E-07
392,0,-21.42638506,2.21484E-07
393,0,-185.1423458,0.453418275
394,0,-53.37096277,2.754406043
395,0,-21.42638506,5.944874453
396,0,-21.42638506,10.057263
397,0,-21.42638506,14.55956512
398,0,-21.42638506,18.78968951
399,0,-21.42638506,22.73265175
400,0,-21.42638506,25.22198069
401,0,-21.42638506,25.93135399
402,0,-21.42638506,25.52314288
403,-50.68534843,29.25120614,24.28508733
404,-52.71276237,31.27830979,22.55539563
405,-46.63052056,25.19699885,20.94581172
406,-56.76759025,35.33251709,19.44367519
407,-42.57569268,21.14279155,17.83903711
408,-60.82241812,39.38672438,16.085063
409,0,-21.42638506,14.72883503
410,0,-21.42638506,13.93368941
411,0,-21.42638506,13.78912096
412,0,-21.42638506,13.96336904
413,0,-21.42638506,14.24766214
414,0,-21.42638506,14.62563863
415,0,-21.42638506,15.29598542
416,0,-21.42638506,16.54748952
417,0,-21.42638506,18.03977253
418,-20.27413937,-1.15534858,19.01721202
419,-101.3706969,79.92879735,19.02754243
420,-101.3706969,79.92879735,18.30206507
421,-101.3706969,79.92879735,17.1302405
422,-101.3706969,79.92879735,16.34109292
423,-101.3706969,79.92879735,16.17304093
424,-101.3706969,79.92879735,16.64690477
425,-101.3706969,79.92879735,17.97563615
426,-101.3706969,79.92879735,20.76710784
427,-101.3706969,79.92879735,25.03840698
428,-101.3706969,79.92879735,29.64992799
429,-101.3706969,79.92879735,32.83612892
430,-101.3706969,79.92879735,33.91033466
431,-101.3706969,79.92879735,33.60662062
432,-101.3706969,79.92879735,32.69022618
433,-101.3706969,79.92879735,31.79082871
434,-101.3706969,79.92879735,31.26613062
435,-101.3706969,79.92879735,30.91069018
436,-101.3706969,79.92879735,30.0363842
437,-101.3706969,79.92879735,28.05370553
438,-101.3706969,79.92879735,24.54846156
439,-101.3706969,79.92879735,20.28033638
440,-101.3706969,79.92879735,15.23164531
441,-101.3706969,79.92879735,10.04137768
442,-101.3706969,79.92879735,5.569467009
443,-54.74017631,33.30541344,2.395415284
444,0,-21.42638506,0.627615072
445,0,-21.42638506,0.037516594
446,0,-21.42638506,0.000108827
447,0,-21.42638506,4.55865E-06
448,0,-21.42638506,1.40763E-06
449,0,-21.42638506,6.26745E-07
450,0,-21.42638506,3.3046E-07
451,0,-21.42638506,1.92195E-07
452,0,-21.42638506,1.19153E-07
453,0,-21.42638506,7.72449E-08
454,0,-21.42638506,5.17452E-08
455,0,-21.42638506,3.55376E-08
456,0,-21.42638506,2.48854E-08
457,0,-21.42638506,1.76976E-08
458,0,-21.42638506,1.27442E-08
459,0,-21.42638506,9.27172E-09
460,0,-21.42638506,6.80281E-09
461,0,-21.42638506,5.02677E-09
462,0,-21.42638506,3.73658E-09
463,0,-21.42638506,2.79156E-09
464,0,-21.42638506,2.09449E-09
465,0,-21.42638506,1.57724E-09
466,0,-21.42638506,1.19146E-09
467,0,-21.42638506,9.02471E-10
468,0,-21.42638506,6.85165E-10
469,0,-21.42638506,5.21232E-10
470,0,-21.42638506,3.55026E-10
471,0,-21.42638506,-2.34959E-20
472,0,-21.42638506,-2.34959E-20
473,0,-21.42638506,-2.34959E-20
474,0,-21.42638506,-2.34959E-20
475,0,-21.42638506,-2.34959E-20
476,0,-21.42638506,-2.34959E-20
477,0,-21.42638506,-2.34959E-20
478,0,-21.42638506,-2.34959E-20
479,0,-21.42638506,-2.34959E-20
480,0,-21.42638506,-2.34959E-20
481,0,-21.42638506,-2.34959E-20
482,0,-21.42638506,-2.34959E-20
483,0,-21.42638506,-2.34959E-20
484,0,-21.42638506,-2.34959E-20
485,0,-21.42638506,-2.34959E-20
486,0,-21.42638506,-2.34959E-20
487,0,-21.42638506,-2.34959E-20
488,0,-21.42638506,-2.34959E-20
489,0,-21.42638506,-2.34959E-20
490,0,-21.42638506,-2.34959E-20
491,0,-21.42638506,-2.34959E-20
492,0,-21.42638506,-2.34959E-20
493,0,-21.42638506,-2.34959E-20
494,0,-21.42638506,-2.34959E-20
495,0,-21.42638506,-2.34959E-20
496,0,-21.42638506,-2.34959E-20
497,0,-21.42638506,-2.34959E-20
498,0,-21.42638506,-2.34959E-20
499,0,-21.42638506,-2.34959E-20
500,0,-21.42638506,-2.34959E-20
501,0,-21.42638506,-2.34959E-20
502,0,-21.42638506,-2.34959E-20
503,0,-21.42638506,-2.34959E-20
504,0,-21.42638506,-2.34959E-20
505,0,-21.42638506,-2.34959E-20
506,0,-21.42638506,-2.34959E-20
507,0,-21.42638506,-2.34959E-20
508,0,-21.42638506,-2.34959E-20
509,0,-21.42638506,-2.34959E-20
510,0,-21.42638506,-2.34959E-20
511,0,-21.42638506,-2.26604E-20
512,0,-21.42638506,0
513,-75.12138501,-110.1395883,0.320404868
514,-101.393847,47.98420281,2.799262668
515,-101.3706969,79.92879724,5.693074589
516,-101.3706969,79.92879724,9.830467397
517,-101.3706969,79.92879733,15.06943006
518,-101.3706969,79.92879735,18.5262629
519,-101.3706969,79.92879735,20.28891858
520,-101.3706969,79.92879735,20.5387705
521,-101.3706969,79.92879735,20.06479952
522,-101.3706969,79.92879735,19.21006063
523,-101.3706969,79.92879735,18.1045813
524,-101.3706969,79.92879735,16.40629193
525,-101.3706969,79.92879735,13.48273563
526,-101.3706969,79.92879735,9.592823592
527,-101.3706969,79.92879735,5.706850863
528,-75.01431568,53.57644992,2.913867724
529,0,-21.42638506,1.424105773
530,0,-21.42638506,0.439223626
531,0,-21.42638506,0.000185854
532,0,-21.42638506,4.84899E-06
533,0,-21.42638506,2.10629E-06
534,-75.12138501,-110.1395883,0.053282816
535,-101.393847,47.98420281,1.360798062
536,-101.3706969,79.92879724,3.583555951
537,-101.3706969,79.92879724,6.127380968
538,-101.3706969,79.92879724,10.39731286
539,-101.3706969,79.92879724,16.12084811
540,-101.3706969,79.92879724,21.15166976
541,-101.3706969,79.92879724,24.13753206
542,-101.3706969,79.92879724,24.86160697
543,-101.3706969,79.92879724,24.67652052
544,-101.3706969,79.92879724,24.15976106
545,-101.3706969,79.92879724,23.10809875
546,-101.3706969,79.92879724,21.3182001
547,-101.3706969,79.92879724,19.32351871
548,-101.3706969,79.92879724,17.79732423
549,-101.3706969,79.92879724,16.63940514
550,-101.3706969,79.92879724,15.73512385
551,-101.3706969,79.92879724,14.91933772
552,-101.3706969,79.92879724,14.3487517
553,-101.3706969,79.92879724,13.88378199
554,-101.3706969,79.92879724,13.37244365
555,-101.3706969,79.92879724,13.05666379
556,-101.3706969,79.92879724,12.95156866
557,-101.3706969,79.92879724,13.06430125
558,-101.3706969,79.92879724,13.43136924
559,-101.3706969,79.92879724,14.07471052
560,-101.3706969,79.92879724,15.3654285
561,-101.3706969,79.92879724,16.87019223
562,-101.3706969,79.92879724,17.19280968
563,-101.3706969,79.92879724,17.14748439
564,-101.3706969,79.92879724,16.42850284
565,-101.3706969,79.92879724,12.93586712
566,-101.3706969,79.92879724,7.54272984
567,-68.93207387,47.4951389,2.511476025
568,0,-21.42638506,0.000266022
569,0,-21.42638506,4.98109E-06
570,0,-21.42638506,1.4857E-06
571,0,-21.42638506,6.52694E-07
572,0,-21.42638506,3.4168E-07
573,0,-21.42638506,1.97835E-07
574,0,-21.42638506,1.22279E-07
575,0,-21.42638506,7.9099E-08
576,0,-21.42638506,5.29011E-08
577,0,-21.42638506,3.62859E-08
578,0,-21.42638506,2.53843E-08
579,0,-21.42638506,1.80381E-08
580,0,-21.42638506,1.2981E-08
581,0,-21.42638506,9.43897E-09
582,0,-21.42638506,6.92246E-09
583,0,-21.42638506,5.11329E-09
584,0,-21.42638506,3.79971E-09
585,0,-21.42638506,2.83797E-09
586,0,-21.42638506,2.12883E-09
587,0,-21.42638506,1.60279E-09
588,0,-21.42638506,1.21056E-09
589,0,-21.42638506,9.16805E-10
590,0,-21.42638506,6.95963E-10
591,0,-21.42638506,5.29389E-10
592,0,-21.42638506,3.74985E-10
593,0,-21.42638506,-1.52611E-20
594,0,-21.42638506,-1.52611E-20
595,0,-21.42638506,-1.52611E-20
596,0,-21.42638506,-1.52611E-20
597,0,-21.42638506,-1.52611E-20
598,0,-21.42638506,-1.52611E-20
599,0,-21.42638506,-1.52611E-20
600,0,-21.42638506,-1.47184E-20
601,-75.12138501,-110.1395883,0.013021969
602,-101.393847,47.98420281,0.817954719
603,-101.3706969,79.92879724,2.734175011
604,-101.3706969,79.92879724,5.607924081
605,-101.3706969,79.92879724,9.629338379
606,-101.3706969,79.92879724,15.9197449
607,-101.3706969,79.92879724,21.54722487
608,-101.3706969,79.92879724,27.2828177
609,-101.3706969,79.92879724,32.27389715
610,-101.3706969,79.92879724,36.15529657
611,-101.3706969,79.92879724,40.29796115
612,-101.3706969,79.92879724,44.40762648
613,-101.3706969,79.92879724,47.06129819
614,-101.3706969,79.92879724,48.54412073
615,-101.3706969,79.92879724,48.86514673
616,-101.3706969,79.92879724,48.66399454
617,-101.3706969,79.92879724,48.45555166
618,-101.3706969,79.92879724,48.14545005
619,-101.3706969,79.92879724,47.56860947
620,-101.3706969,79.92879724,46.6197297
621,-101.3706969,79.92879724,45.49954439
622,-101.3706969,79.92879724,44.60724839
623,-101.3706969,79.92879724,44.18905258
624,-101.3706969,79.92879724,44.17726461
625,-101.3706969,79.92879724,44.54172228
626,-101.3706969,79.92879724,45.20534379
627,-101.3706969,79.92879724,45.79830358
628,-101.3706969,79.92879724,46.06367189
629,-101.3706969,79.92879724,46.07579376
630,-101.3706969,79.92879724,46.08581611
631,-101.3706969,79.92879724,46.3277215
632,-101.3706969,79.92879724,47.05485492
633,-101.3706969,79.92879724,48.17002836
634,-101.3706969,79.92879724,49.5107271
635,-101.3706969,79.92879724,50.94564673
636,-101.3706969,79.92879724,52.19546021
637,-70.95948781,49.52224255,53.01411939
638,0,-21.42638506,53.31341174
639,0,-21.42638506,53.21440137
640,0,-21.42638506,53.00334082
641,0,-21.42638506,52.77743196
642,0,-21.42638506,52.83771237
643,0,-21.42638506,53.55751386
644,0,-21.42638506,54.36803365
645,0,-21.42638506,54.99666915
646,0,-21.42638506,55.50728842
647,0,-21.42638506,55.97741372
648,0,-21.42638506,56.42851382
649,0,-21.42638506,56.8139082
650,0,-21.42638506,56.97979328
651,0,-21.42638506,56.72483153
652,-2.027413937,-19.39928141,55.4245009
653,-101.3706969,79.92879735,53.33773186
654,0,-21.42638506,51.21776035
655,-101.3706969,79.92879735,48.69090611
656,-101.3706969,79.92879735,45.16592935
657,-101.3706969,79.92879735,41.11162453
658,-6.082241812,-15.34507412,37.39552701
659,-95.28845506,73.8474864,34.97887407
660,-101.3706969,79.92879735,32.29615079
661,-101.3706969,79.92879735,28.17060871
662,-12.16448362,-9.263763173,22.73586304
663,-89.20621324,67.76617546,17.47242381
664,-14.19189756,-7.236659525,13.81131211
665,0,-21.42638506,12.19105447
666,0,-21.42638506,11.72411349
667,0,-21.42638506,12.69401178
668,0,-21.42638506,15.65401124
669,0,-21.42638506,20.58464983
670,0,-21.42638506,25.43812705
671,0,-21.42638506,30.00886688
672,0,-21.42638506,33.17408639
673,0,-21.42638506,35.13952666
674,0,-21.42638506,37.15214864
675,0,-21.42638506,39.15549758
676,0,-21.42638506,40.45545362
677,0,-21.42638506,40.66452527
678,-64.877246,43.44093168,40.0335243
679,-101.3706969,79.92879735,37.50767622
680,-101.3706969,79.92879735,33.80077771
681,-101.3706969,79.92879735,29.41120531
682,-101.3706969,79.92879735,24.85032197
683,-44.60310662,23.1698952,21.08689585
684,-54.74017631,33.30541344,19.27000344
685,-48.6579345,27.22410249,18.20336987
686,0,-21.42638506,19.48716963
687,0,-21.42638506,22.24772478
688,0,-21.42638506,24.75671699
689,0,-21.42638506,27.0685926
690,0,-21.42638506,29.27767376
691,0,-21.42638506,30.65436304
692,0,-21.42638506,31.16934186
693,0,-21.42638506,31.53065907
694,0,-21.42638506,32.28583498
695,0,-21.42638506,33.04227938
696,0,-21.42638506,33.03121458
697,-30.41120906,8.980169661,30.50456897
698,-101.3706969,79.92879735,27.10158726
699,-101.3706969,79.92879735,23.966864
700,-75.01431568,53.57644992,21.99352386
701,0,-21.42638506,21.17609625
702,0,-21.42638506,20.83279414
703,0,-21.42638506,20.78949771
704,0,-21.42638506,20.80640526
705,0,-21.42638506,20.34672843
706,-14.19189756,-7.236659525,18.85997143
707,-101.3706969,79.92879735,16.39860103
708,-91.23362718,69.79327911,13.83150826
709,0,-21.42638506,12.2869469
710,0,-21.42638506,12.20673872
711,0,-21.42638506,14.56255136
712,0,-21.42638506,18.88394414
713,0,-21.42638506,21.7331796
714,0,-21.42638506,21.82130875
715,-99.34328293,77.9016937,20.05959233
716,-101.3706969,79.92879735,16.28136895
717,-6.082241812,-15.34507412,13.00041593
718,0,-21.42638506,11.84924692
719,0,-21.42638506,12.17511671
720,0,-21.42638506,14.06075702
721,0,-21.42638506,17.10673461
722,0,-21.42638506,19.64834059
723,0,-21.42638506,21.74328801
724,0,-21.42638506,23.4626456
725,0,-21.42638506,25.43674747
726,0,-21.42638506,28.3488836
727,0,-21.42638506,32.39233633
728,0,-21.42638506,36.30584311
729,0,-21.42638506,39.04410911
730,0,-21.42638506,41.09121323
731,0,-21.42638506,42.1131319
732,0,-21.42638506,42.28849567
733,0,-21.42638506,42.33498878
734,0,-21.42638506,42.45261915
735,0,-21.42638506,42.63486636
736,0,-21.42638506,42.93148205
737,0,-21.42638506,43.37955982
738,0,-21.42638506,43.89061726
739,0,-21.42638506,44.16024021
740,0,-21.42638506,44.5916206
741,0,-21.42638506,45.72631461
742,0,-21.42638506,46.81817865
743,0,-21.42638506,47.44371378
744,0,-21.42638506,47.54896122
745,0,-21.42638506,47.55992505
746,0,-21.42638506,47.5501815
747,0,-21.42638506,47.71067311
748,0,-21.42638506,48.19131308
749,0,-21.42638506,48.93837637
750,0,-21.42638506,49.63898919
751,0,-21.42638506,49.9325947
752,0,-21.42638506,49.88776681
753,0,-21.42638506,49.6525828
754,0,-21.42638506,49.08046636
755,-22.30155331,0.871755068,48.19053656
756,-101.3706969,79.92879735,47.02201662
757,-101.3706969,79.92879735,45.01587377
758,-101.3706969,79.92879735,41.44362149
759,-101.3706969,79.92879735,36.54881893
760,-101.3706969,79.92879735,31.35660848
761,-101.3706969,79.92879735,26.12431356
762,-101.3706969,79.92879735,20.4851319
763,-101.3706969,79.92879735,15.81907933
764,-91.23362718,69.79327911,12.704694
765,0,-21.42638506,11.80744477
766,0,-21.42638506,13.63405019
767,0,-21.42638506,17.16248304
768,0,-21.42638506,20.69956562
769,0,-21.42638506,24.11499002
770,0,-21.42638506,27.94220147
771,0,-21.42638506,32.79294718
772,0,-21.42638506,37.15500501
773,0,-21.42638506,41.73068042
774,0,-21.42638506,45.89498527
775,0,-21.42638506,49.1701629
776,0,-21.42638506,52.54181583
777,0,-21.42638506,55.15767949
778,0,-21.42638506,57.20131604
779,0,-21.42638506,59.02435505
780,0,-21.42638506,60.34933873
781,0,-21.42638506,61.50317017
782,0,-21.42638506,62.51398879
783,0,-21.42638506,63.2114774
784,0,-21.42638506,63.65323827
785,0,-21.42638506,63.95636721
786,0,-21.42638506,64.39280928
787,0,-21.42638506,64.99877983
788,0,-21.42638506,65.40092029
789,0,-21.42638506,65.47892358
790,0,-21.42638506,65.46886737
791,0,-21.42638506,65.58027536
792,0,-21.42638506,65.85095271
793,0,-21.42638506,65.9487414
794,-60.82241812,39.38672438,64.84058607
795,-101.3706969,79.92879735,61.75434601
796,-101.3706969,79.92879735,57.18000375
797,-101.3706969,79.92879735,51.88701613
798,-101.3706969,79.92879735,46.79385648
799,-101.3706969,79.92879735,43.31299477
800,-50.68534843,29.25120614,41.5744882
801,0,-21.42638506,41.0307886
802,0,-21.42638506,40.75651156
803,0,-21.42638506,42.4782379
804,0,-21.42638506,45.80599132
805,0,-21.42638506,49.47729237
806,0,-21.42638506,51.87596922
807,0,-21.42638506,52.92036338
808,0,-21.42638506,52.99028326
809,-32.438623,11.00727331,52.16162769
810,-101.3706969,79.92879735,50.65877746
811,-101.3706969,79.92879735,48.62680932
812,-101.3706969,79.92879735,45.54678604
813,-101.3706969,79.92879735,41.63354555
814,-101.3706969,79.92879735,37.34601548
815,-101.3706969,79.92879735,33.02558268
816,-101.3706969,79.92879735,28.42641131
817,-101.3706969,79.92879735,23.37856312
818,-101.3706969,79.92879735,19.32314676
819,-85.15138537,63.71196816,16.91069428
820,0,-21.42638506,16.977558
821,0,-21.42638506,19.17236964
822,0,-21.42638506,22.89225604
823,0,-21.42638506,26.31423917
824,0,-21.42638506,29.11361278
825,0,-21.42638506,31.75219426
826,0,-21.42638506,34.10258938
827,0,-21.42638506,36.22555144
828,0,-21.42638506,38.16124389
829,0,-21.42638506,40.24574608
830,0,-21.42638506,42.79150353
831,0,-21.42638506,45.27898929
832,0,-21.42638506,47.09322039
833,0,-21.42638506,48.13108832
834,0,-21.42638506,48.65614091
835,0,-21.42638506,49.14243173
836,0,-21.42638506,49.67308948
837,0,-21.42638506,50.1211339
838,0,-21.42638506,50.60313554
839,0,-21.42638506,51.35334672
840,0,-21.42638506,52.19228297
841,0,-21.42638506,52.94178919
842,0,-21.42638506,53.87961742
843,0,-21.42638506,54.72145781
844,0,-21.42638506,55.62082371
845,0,-21.42638506,56.47741483
846,0,-21.42638506,56.92320932
847,0,-21.42638506,57.16557863
848,0,-21.42638506,57.43561543
849,0,-21.42638506,58.02979995
850,0,-21.42638506,59.12846787
851,0,-21.42638506,60.48841892
852,0,-21.42638506,61.51728552
853,0,-21.42638506,62.17593908
854,0,-21.42638506,62.74918829
855,0,-21.42638506,63.26339356
856,0,-21.42638506,63.56424484
857,0,-21.42638506,63.64203221
858,0,-21.42638506,63.94503661
859,0,-21.42638506,64.95734657
860,0,-21.42638506,66.22110592
861,0,-21.42638506,67.19315527
862,0,-21.42638506,68.07343072
863,0,-21.42638506,69.69135515
864,0,-21.42638506,71.59672497
865,0,-21.42638506,72.7281023
866,0,-21.42638506,73.29274788
867,0,-21.42638506,74.02582727
868,0,-21.42638506,75.24391392
869,0,-21.42638506,76.41539489
870,0,-21.42638506,76.84473768
871,0,-21.42638506,76.65818156
872,0,-21.42638506,76.24820155
873,0,-21.42638506,75.77409617
874,0,-21.42638506,75.25186189
875,0,-21.42638506,74.51849055
876,-8.109655749,-13.31797047,73.44588444
877,-101.3706969,79.92879735,72.07599573
878,-97.31586899,75.87459005,70.82389366
879,0,-21.42638506,70.10116311
880,0,-21.42638506,69.81733
881,0,-21.42638506,69.52580719
882,0,-21.42638506,68.59090485
883,0,-21.42638506,67.86572158
884,0,-21.42638506,67.80397314
885,0,-21.42638506,67.88632417
886,0,-21.42638506,68.08955317
887,0,-21.42638506,68.39455088
888,0,-21.42638506,68.61168398
889,0,-21.42638506,68.64744451
890,0,-21.42638506,68.40248319
891,0,-21.42638506,67.86901697
892,-79.06914356,57.63065722,66.90413915
893,-101.3706969,79.92879735,65.5992933
894,-26.35638119,4.925962364,64.25993431
895,-72.98690175,51.54934627,63.09628629
896,-30.41120906,8.980169661,62.22628148
897,0,-21.42638506,61.82985141
898,0,-21.42638506,61.6920935
899,0,-21.42638506,61.69649826
900,0,-21.42638506,61.59965151
901,0,-21.42638506,61.26172913
902,-58.79500418,37.35962074,60.45202198
903,-101.3706969,79.92879735,57.1887311
904,-101.3706969,79.92879735,51.8941518
905,-101.3706969,79.92879735,46.79686954
906,-101.3706969,79.92879735,43.31419834
907,-50.68534843,29.25120614,41.57540338
908,0,-21.42638506,41.03145732
909,0,-21.42638506,40.7569801
910,0,-21.42638506,42.4785508
911,0,-21.42638506,45.8062101
912,0,-21.42638506,49.47741192
913,0,-21.42638506,51.96542335
914,0,-21.42638506,53.34377042
915,0,-21.42638506,55.36423034
916,0,-21.42638506,57.64233979
917,0,-21.42638506,58.78203873
918,0,-21.42638506,59.39487495
919,0,-21.42638506,59.22858719
920,0,-21.42638506,59.24583658
921,0,-21.42638506,59.76203285
922,0,-21.42638506,60.97139718
923,0,-21.42638506,62.69434832
924,0,-21.42638506,64.3642134
925,0,-21.42638506,65.06601913
926,-14.19189756,-7.236659525,63.91712441
927,-89.20621324,67.76617546,62.61859029
928,0,-21.42638506,61.85445964
929,0,-21.42638506,61.18697798
930,0,-21.42638506,60.70781438
931,0,-21.42638506,60.31476047
932,0,-21.42638506,59.97479888
933,0,-21.42638506,59.58820342
934,0,-21.42638506,59.08108179
935,0,-21.42638506,58.17078656
936,-97.31586899,75.87459005,57.05703586
937,-6.082241812,-15.34507412,56.25442977
938,0,-21.42638506,55.69321342
939,0,-21.42638506,55.18544722
940,0,-21.42638506,54.67072453
941,0,-21.42638506,54.16074777
942,0,-21.42638506,53.87139114
943,0,-21.42638506,53.77431278
944,0,-21.42638506,53.7447476
945,0,-21.42638506,53.79974951
946,0,-21.42638506,53.95267222
947,0,-21.42638506,54.32976474
